smiles,fgs,fgsmi,fgmol
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,"[{1}, {7}, {10}, {16}, {19}, {24, 26, 23}]","['[R]O[R]', '[R]O[R]', '[R]O[R]', '[R]O[R]', 'O=[Car]', 'O=C([R])N([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6db1b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6daf80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6dbd80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6dbca0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc200>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc0b0>]"
CC(C)NCC(O)c1ccc(O)c(O)c1,"[{11}, {3}, {13}, {6}]","['O[Car]', '[R]N[R]', 'O[Car]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6db990>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6db760>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6dbdf0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc120>]"
CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,"[{5}, {38}, {41}, {14}, {17}, {50}, {22}, {26}, {6}, {7}, {9}, {29}, {31}, {33}]","['O[Cal]', 'F[R]', 'F[R]', '[R]N([R])[R]', '[R]N([R])[R]', 'O=[Car]', '[R]O[R]', '[R]O[R]', '[Nar]', '[Nar]', '[Nar]', '[Nar]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6db140>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6dbd10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6db920>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6dbed0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6dbc30>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc890>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6da1f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc970>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc820>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc190>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fca50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc9e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fcac0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fcb30>]"
CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"[{5, 6, 7}, {9, 11}, {18, 19, 20, 21}]","['O=C([R])O[R]', 'O=C([R])[R]', 'C=CC(=O)[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6daf10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bb610>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc900>]"
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,"[{0, 1}, {5}, {12}, {18}, {24}]","['C=C', 'O[Cal]', 'O[Car]', '[R]N([R])[R]', '[R]O[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc510>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc350>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc3c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc7b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6dba00>]"
C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C,"[{0, 1}, {34}, {36}, {37}, {12, 6, 22}, {9}, {41}, {14}, {46}, {50, 51}, {19}, {24, 25}, {29}]","['C=C', 'O[Cal]', 'N[Cal]', '[R]O[R]', '[R]OCO[R]', '[R]O[R]', '[R]O[R]', '[R]O[R]', '[R]O[R]', 'C=C', '[R]O[R]', 'O=C([R])[R]', '[R]O[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fcba0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc580>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc660>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd540>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fcc10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd460>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd5b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd690>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd620>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd700>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd3f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd770>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd930>]"
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,"[{0, 1, 2}, {5}, {7}, {12, 13, 14}, {18}, {19}]","['O=C([R])N([R])[R]', 'O[Cal]', 'O[Cal]', 'O=[N+]([O-])[R]', 'Cl[R]', 'Cl[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fcf90>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc4a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd380>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fce40>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc6d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd070>]"
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,"[{1}, {7, 8, 9, 10, 11, 12, 15, 16}, {21}]","['[R]N([R])[R]', 'C=C1C=CC(=[N+]([R])[R])C=C1', '[R]N([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fceb0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc740>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd000>]"
Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,"[{5, 6, 7}, {15}, {16, 17, 18}, {24}]","['O=C([R])O[R]', 'N[Cal]', 'O=C([R])N([R])[R]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc2e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fcf20>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd310>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fda10>]"
O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,"[{0, 1, 2}, {12}, {15}, {7}, {17}]","['O=C(O)[R]', 'Cl[R]', 'Cl[R]', '[Nar]', '[Oar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fcc80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd0e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd850>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd1c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd2a0>]"
CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,"[{1, 3}, {7, 6, 23, 22, 8, 15}]","['C=C', 'O=C1[R]C(=O)N([R])N1[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd9a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd4d0>]"
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,"[{1}, {8}, {11}, {12, 13}, {17}]","['[R]O[R]', '[R]O[R]', 'O[Cal]', 'C=C', '[R]N([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc040>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd230>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fda80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fde00>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fdaf0>]"
CC(C)OP(=O)(F)OC(C)C,"[{3, 4, 5, 6, 7}]",['O=P(F)(O[R])O[R]'],[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fdc40>]
CCOP(=O)(OCC)SCC[N+](C)(C)C,"[{2, 3, 4, 5, 8}, {11}]","['O=P(O[R])(O[R])S[R]', '[R][N+]([R])([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fdbd0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc5f0>]"
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,"[{2, 3, 4, 5, 6, 7}, {13}, {21}, {22, 23}, {25, 26, 27, 28, 29}]","['C=CC(=O)C=C', 'O[Cal]', 'O[Cal]', 'O=C([R])[R]', 'O=P(O)(O)O[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fccf0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe0a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fdb60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fdee0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fcdd0>]"
O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1,"[{0, 1, 22}, {8, 9, 6, 7}, {25}, {18}]","['O=C([R])N([R])[R]', 'O=S(=O)([R])N([R])[R]', '[R]N([R])[R]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fdf50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd8c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fdd90>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe030>]"
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,"[{1}, {8, 6, 7}, {10}]","['[R][N+]([R])([R])[R]', 'O=C([R])O[R]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fde70>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe110>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe2d0>]"
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,"[{32}, {1, 2, 3}, {35}, {38}, {42}, {13}, {21}, {26, 27, 28}, {9}]","['[R]O[R]', 'O=C([R])O[R]', '[R]O[R]', '[R]O[R]', '[R]O[R]', '[R]O[R]', '[R]N([R])[R]', 'O=C([R])O[R]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fcd60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fdfc0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc270>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fdd20>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe1f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe960>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe7a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fc430>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fec00>]"
C[S+](C)[O-],"[{1, 3}]",['[O-][S+]([R])[R]'],[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe490>]
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,"[{3, 4, 5}, {11}, {15}, {20}]","['O=C(O)[R]', 'O[Cal]', '[R]N([R])[R]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd7e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe6c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe420>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6feab0>]"
C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,"[{1, 2, 4, 5, 6}, {8, 10}, {12, 13}, {16, 15}, {18}, {20}, {22}]","['C=CC(=O)O[R]', 'C=C', 'O=C([R])[R]', 'C=C', 'O[Cal]', 'O[Cal]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe3b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fec70>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe340>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6feb20>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe500>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe650>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fece0>]"
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2,"[{8, 9, 10}, {1}, {13}]","['O=C([R])O[R]', '[R]N([R])[R]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe880>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fea40>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe9d0>]"
CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1,"[{1}, {34}, {3, 4, 5}, {44, 45}, {16, 17, 13, 15}, {26}, {30}, {11}, {20}, {22}, {23}, {38}, {49}]","['[R]N[R]', 'F[R]', 'O=C([R])O[R]', 'C#N', 'O=C(O[R])N([R])[R]', 'O[Cal]', 'F[R]', '[Nar]', '[Nar+]', '[Nar]', '[Nar]', '[Nar]', '[Sar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fd150>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe730>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fdcb0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fee30>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe570>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ff0d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fef10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ff220>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ff370>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ff3e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ff140>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ff290>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ff450>]"
NC[C@H]1CC[C@H](C(=O)O)CC1,"[{0}, {8, 6, 7}]","['N[Cal]', 'O=C(O)[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe810>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe5e0>]"
CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32,"[{3, 4}, {6}, {40}, {44}, {16, 14, 15}, {48}, {49, 50, 51}, {57, 54, 55}, {24}, {25}, {27}, {31}]","['C=C', '[R]N([R])[R]', '[R]O[R]', '[R]N([R])[R]', 'O=C([R])O[R]', 'O[Cal]', 'O=C([R])O[R]', 'O=C([R])O[R]', 'F[R]', 'F[R]', '[R]N([R])[R]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fedc0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe260>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ffae0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ff060>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fef80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe180>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ffca0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ffa70>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6feea0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ffd10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ffdf0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ffed0>]"
CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,"[{5}, {18, 19, 20}, {24}, {25, 26, 27, 28, 29}, {32}, {36, 37, 38}, {42}, {43, 44, 45}, {48}, {50}, {55}, {58, 59, 60}, {64}, {66, 67, 68}, {72}, {73, 74, 75}]","['[R]O[R]', 'O=C([R])N([R])[R]', 'O[Cal]', 'O=C([R])N([R])CO', 'O[Cal]', 'O=C([R])N([R])[R]', 'O[Cal]', 'O=C([R])N([R])[R]', 'O[Cal]', 'O[Cal]', 'O[Car]', 'O=C([R])N([R])[R]', 'O[Cal]', 'O=C([R])N([R])[R]', 'O[Cal]', 'O=C([R])N([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6ffc30>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718900>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6fe8f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718660>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718890>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c7189e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718970>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718b30>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718cf0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718a50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c7183c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718c80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718d60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718e40>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718f90>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718eb0>]"
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,"[{2, 3, 4}, {12, 13, 14, 15}]","['O=C([R])O[R]', 'C=CC(=O)[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fff40>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ffb50>]"
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,"[{7}, {12}, {16, 14, 15}, {18, 19, 20, 21, 22}, {27, 28, 29}, {2}, {3}]","['Cl[R]', 'Cl[R]', 'O=C([R])N([R])[R]', 'O=C([R])N([R])CS[R]', 'O=C(O)[R]', '[Oar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6ff4c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ff5a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ff840>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ff920>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ff530>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ffbc0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ff680>]"
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,"[{1, 2, 3, 4, 5, 6, 7}, {10}, {17}, {20}]","['O=[N+]([O-])C=C(N([R])[R])N([R])[R]', '[R]S[R]', '[R]N([R])[R]', '[Oar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6ff760>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6feff0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ff7d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ff300>]"
C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,"[{2, 3}, {9}, {16, 17, 14, 15}, {20}, {23}]","['C=C', 'O[Cal]', 'C=CC=C', 'O[Cal]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6ff610>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718580>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c719070>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ffe60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718f20>]"
CC(=O)NS(=O)(=O)c1ccc(N)cc1,"[{1, 2, 3, 4, 5, 6}, {11}]","['O=C([R])N([R])S(=O)(=O)[R]', 'N[Car]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6fed50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ffd80>]"
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,"[{1}, {9}, {12}, {17}, {19, 20, 21}]","['[R]O[R]', '[R]N[R]', 'O[Cal]', 'O[Car]', 'O=CN([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6ff990>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6feb90>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c7185f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718350>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718040>]"
CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,"[{8, 9, 10}, {22}]","['[R]N([R])CN([R])[R]', 'N[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6ff6f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718200>]"
CNc1ccc(/C=C/c2ccc(OCCOCCOCC[18F])nc2)cc1,"[{1}, {6, 7}, {12}, {15}, {18}, {21}, {22}]","['[R]N[R]', 'C=C', '[R]O[R]', '[R]O[R]', '[R]O[R]', 'F[R]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6ffa00>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c7187b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718ba0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6ff8b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c7186d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718270>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718ac0>]"
CNC[C@H](O)c1cccc(O)c1,"[{1}, {10}, {4}]","['[R]N[R]', 'O[Car]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c718dd0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718430>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718120>]"
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,"[{32, 33, 34}, {36}, {7}, {8, 9, 10, 11, 12, 13}, {17}, {19}, {24, 25, 26}, {31}]","['O=C([R])S[R]', 'F[R]', 'F[R]', 'C=CC(=O)C=C', 'F[R]', 'O[Cal]', 'O=C([R])O[R]', '[Oar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6dbf40>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c719310>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c719150>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c7180b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c7184a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718c10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718510>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c719380>]"
Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,"[{0}, {7}, {14}, {16}, {18}]","['O[Car]', '[R]N[R]', 'O[Car]', 'O[Car]', 'Cl[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c719620>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c719770>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c719000>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c7192a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c7191c0>]"
O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,"[{0, 1, 2}, {4}, {6}, {7}]","['O=C(O)[R]', '[R]O[R]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c7182e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c719690>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c718820>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c719700>]"
NC(=O)N/N=C1\C=Cc2ccccc2C1=O,"[{0, 1, 2, 3, 4, 5, 6, 7, 14, 15}]",['C=CC(=NN([R])C(=O)N([R])[R])C(=O)[R]'],[<rdkit.Chem.rdchem.Mol object at 0x7fe45c719850>]
CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,"[{8}, {3}, {13}, {15}]","['O[Cal]', '[R]N[R]', 'O[Car]', 'O[Car]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c719460>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c719bd0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c7190e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c7194d0>]"
Nc1ccc(S(N)(=O)=O)cc1,"[{0}, {8, 5, 6, 7}]","['N[Car]', 'O=S(=O)([R])N([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c719cb0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c7199a0>]"
Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,"[{4, 5, 6, 7}, {12}, {18}, {24, 23}, {16}, {27}]","['C=CC#N', '[R]N[R]', '[R]N[R]', 'C#N', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c719230>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c719a80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c719a10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c719540>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c7193f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c719d90>]"
